Property ID,Listing Type,State,City,City Tier,Latitude,Longitude,Property Type,BHK,Size (SqFt),Price (INR),Price Per SqFt,Days on Market (DOM),DOM Status,Year Listed,Month Listed,Year Built,Property Age Classification,RERA Status,Furnishing Status,Parking (PKT),Gym,Swimming Pool (SWM),Elevator (ELV),Total Amenities
PROP-00113,Rental,Delhi,Delhi NCR,Tier 1,28.582322483923804,77.23040527233782,Apartment,2,1219,35665.29,29.26,350,Stale,2023,July,2013,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00114,Rental,Maharashtra,Pune,Tier 1,18.559798971000784,73.81583914863319,Apartment,3,1601,43270.23,27.03,341,Stale,2026,March,1986,Mature (Pre-2001),Awaiting Approval,Unfurnished,Yes,No,No,No,1
PROP-00115,Rental,Maharashtra,Pune,Tier 1,18.535829255232496,73.82662703364669,Apartment,2,957,26066.1,27.24,107,Moderate,2024,February,2022,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00116,Rental,Maharashtra,Pune,Tier 1,18.485610428322225,73.89444700466545,Apartment,2,1130,33670.88,29.8,219,Stale,2026,March,2024,New (2023-2026),Non-RERA / NA,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00117,Rental,Maharashtra,Mumbai,Tier 1,19.070032341836836,72.90157231507266,Builder Floor,2,1336,71549.4,53.55,196,Stale,2023,April,2018,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,Yes,Yes,No,No,2
PROP-00118,Sale,Rajasthan,Jaipur,Tier 2,26.923929802506983,75.73867455540113,Apartment,2,1245,6294926.85,5056.17,164,Moderate,2025,January,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00119,Rental,Delhi,Delhi NCR,Tier 1,28.572246408498938,77.18383762603699,Apartment,3,1434,49465.72,34.49,211,Stale,2023,November,2023,New (2023-2026),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00120,Sale,Maharashtra,Mumbai,Tier 1,19.114241636840735,72.84914064829933,Independent House/Villa,2,1790,33269003.71,18586.04,273,Stale,2023,November,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00121,Rental,Rajasthan,Jaipur,Tier 2,26.942760353544156,75.7643806328037,Apartment,2,870,14699.27,16.9,198,Stale,2025,March,2023,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00122,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.876720677357664,75.31805597702798,Apartment,4,1790,26511.56,14.81,156,Moderate,2022,May,2020,Modern (2016-2022),Awaiting Approval,Fully Furnished,No,No,No,Yes,1
PROP-00123,Sale,Rajasthan,Jaipur,Tier 2,26.959112661525918,75.74355262957428,Independent House/Villa,1,936,3900397.61,4167.09,241,Stale,2023,August,2022,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00124,Sale,Gujarat,Ahmedabad,Tier 2,23.01427609792751,72.56729405165967,Builder Floor,2,1499,7680642.68,5123.84,92,Moderate,2023,December,2003,Vintage (2001-2015),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00125,Sale,Telangana,Hyderabad,Tier 1,17.433411031903653,78.50997334747862,Independent House/Villa,4,3044,22370285.64,7348.98,15,Fast,2022,August,2012,Vintage (2001-2015),Awaiting Approval,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00126,Sale,Maharashtra,Pune,Tier 1,18.53719199988036,73.86737317247174,Independent House/Villa,2,1863,20471194.77,10988.3,191,Stale,2022,October,2022,Modern (2016-2022),Non-RERA / NA,Unfurnished,Yes,Yes,Yes,No,3
PROP-00127,Rental,Maharashtra,Mumbai,Tier 1,19.089467127325396,72.8949871668598,Independent House/Villa,2,1686,84317.72,50.01,218,Stale,2023,November,2018,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,No,No,No,1
PROP-00128,Rental,Karnataka,Bengaluru,Tier 1,12.938195489529578,77.55271491785362,Builder Floor,2,1164,38701.36,33.25,19,Fast,2024,April,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00129,Sale,Delhi,Delhi NCR,Tier 1,28.652092775830464,77.25414907101768,Apartment,2,910,8324210.86,9147.48,270,Stale,2023,March,1983,Mature (Pre-2001),RERA Approved,Semi-Furnished,No,Yes,No,Yes,2
PROP-00130,Sale,Delhi,Delhi NCR,Tier 1,28.60664896879206,77.24284918338431,Apartment,3,1445,16352995.08,11316.95,301,Stale,2024,November,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00131,Sale,Telangana,Hyderabad,Tier 1,17.35122334057825,78.51720903184956,Apartment,2,1000,6594158.97,6594.16,77,Moderate,2026,March,2025,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00132,Sale,Karnataka,Bengaluru,Tier 1,12.922860751997577,77.62689838050417,Apartment,2,1152,11426700.82,9919.01,56,Fast,2025,May,2005,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00133,Sale,Maharashtra,Mumbai,Tier 1,19.081975568363838,72.92097105081328,Independent House/Villa,1,1172,34103038.21,29098.16,132,Moderate,2022,October,2002,Vintage (2001-2015),Awaiting Approval,Unfurnished,Yes,Yes,Yes,Yes,4
PROP-00134,Sale,Delhi,Delhi NCR,Tier 1,28.61663996221227,77.21342539661137,Apartment,1,440,5241905.33,11913.42,32,Fast,2025,January,2015,Vintage (2001-2015),Awaiting Approval,Unfurnished,Yes,No,No,Yes,2
PROP-00135,Rental,Telangana,Hyderabad,Tier 1,17.40693536223692,78.45672820178676,Apartment,4,1714,45152.01,26.34,69,Moderate,2025,November,2015,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00136,Sale,Maharashtra,Mumbai,Tier 1,19.11502580530178,72.88937836078526,Apartment,2,890,21225172.31,23848.51,21,Fast,2025,June,2025,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00137,Sale,Rajasthan,Jaipur,Tier 2,26.870340658464304,75.8115881493668,Independent House/Villa,2,1622,7051626.05,4347.49,355,Stale,2023,June,2018,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,Yes,No,No,2
PROP-00138,Rental,Karnataka,Bengaluru,Tier 1,12.994749649034036,77.61839173933541,Apartment,1,611,16890.85,27.64,142,Moderate,2024,February,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00139,Sale,Karnataka,Bengaluru,Tier 1,12.94034119440976,77.59674490241669,Independent House/Villa,3,2320,27506948.1,11856.44,323,Stale,2025,November,2024,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00140,Rental,Maharashtra,Pune,Tier 1,18.556217705315714,73.81354587193336,Apartment,4,2341,54047.98,23.09,233,Stale,2023,March,2013,Vintage (2001-2015),RERA Approved,Unfurnished,No,No,No,No,0
PROP-00141,Rental,Gujarat,Ahmedabad,Tier 2,23.054406351386167,72.55851129384301,Apartment,2,1036,15545.78,15.01,258,Stale,2024,November,2023,New (2023-2026),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00142,Sale,Delhi,Delhi NCR,Tier 1,28.617979375498557,77.25107666084634,Apartment,1,497,5488569.85,11043.4,214,Stale,2022,September,2017,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00143,Sale,Telangana,Hyderabad,Tier 1,17.406024279862333,78.49514489097574,Apartment,2,893,6525209.74,7307.07,298,Stale,2025,June,2005,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,Yes,No,Yes,3
PROP-00144,Sale,Maharashtra,Pune,Tier 1,18.501835011318374,73.86053319432557,Independent House/Villa,3,2520,22747570.34,9026.81,235,Stale,2026,March,2025,New (2023-2026),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00145,Sale,Delhi,Delhi NCR,Tier 1,28.61101678989328,77.18588535143822,Builder Floor,2,1395,17245041.02,12362.04,245,Stale,2025,August,1985,Mature (Pre-2001),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00146,Sale,Rajasthan,Jaipur,Tier 2,26.944563689771048,75.77414489199165,Apartment,3,1375,5741731.23,4175.8,74,Moderate,2024,January,1984,Mature (Pre-2001),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00147,Rental,Gujarat,Ahmedabad,Tier 2,23.018426519717323,72.61093460891531,Apartment,2,1054,15238.49,14.46,108,Moderate,2024,March,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00148,Sale,Telangana,Hyderabad,Tier 1,17.370779826532544,78.50334630475268,Apartment,3,1567,9119630.23,5819.8,208,Stale,2022,March,2021,Modern (2016-2022),Non-RERA / NA,Unfurnished,Yes,No,No,Yes,2
PROP-00149,Sale,Rajasthan,Jaipur,Tier 2,26.911821244725033,75.81603870267523,Independent House/Villa,2,1760,10790181.83,6130.79,57,Fast,2026,January,2024,New (2023-2026),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00150,Sale,Rajasthan,Jaipur,Tier 2,26.945224925243725,75.78273454230677,Independent House/Villa,1,1351,8634591.75,6391.26,334,Stale,2026,January,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00151,Rental,Telangana,Hyderabad,Tier 1,17.368520804737088,78.49972472194561,Apartment,2,1081,25303.58,23.41,58,Fast,2025,October,2023,New (2023-2026),RERA Approved,Unfurnished,No,Yes,No,No,1
PROP-00152,Sale,Gujarat,Ahmedabad,Tier 2,22.989876159313575,72.54623836087431,Apartment,2,1066,5276921.84,4950.21,280,Stale,2024,September,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00153,Sale,Telangana,Hyderabad,Tier 1,17.40620140203308,78.50724608302835,Independent House/Villa,4,2262,25082427.18,11088.61,339,Stale,2023,April,1983,Mature (Pre-2001),Non-RERA / NA,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00154,Sale,Telangana,Hyderabad,Tier 1,17.41759782127081,78.47946013337034,Apartment,3,1312,10806423.44,8236.6,35,Fast,2025,March,2024,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00155,Rental,Maharashtra,Pune,Tier 1,18.48046374785235,73.85095455148148,Apartment,3,1387,37692.2,27.18,139,Moderate,2022,January,2012,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00156,Sale,Telangana,Hyderabad,Tier 1,17.358987411275596,78.50163223245768,Apartment,2,862,6627935.23,7689.02,62,Moderate,2024,August,2024,New (2023-2026),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00157,Rental,Maharashtra,Mumbai,Tier 1,19.0401971989761,72.9213280621469,Apartment,1,573,27893.91,48.68,109,Moderate,2025,December,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00158,Rental,Rajasthan,Jaipur,Tier 2,26.89719414115822,75.74370063466087,Builder Floor,3,1936,30486.56,15.75,270,Stale,2024,January,2004,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00159,Sale,Rajasthan,Jaipur,Tier 2,26.90743509789054,75.8197743237347,Builder Floor,2,1085,4030943.05,3715.15,14,Fast,2024,April,2022,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00160,Rental,Maharashtra,Mumbai,Tier 1,19.10088263369633,72.85693831104122,Apartment,2,1184,53571.86,45.25,257,Stale,2025,April,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00161,Sale,Gujarat,Ahmedabad,Tier 2,23.037614758488168,72.56579194545064,Apartment,2,911,5069545.6,5564.81,299,Stale,2022,November,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00162,Rental,Maharashtra,Mumbai,Tier 1,19.088092856747842,72.82989133287751,Apartment,1,485,28464.14,58.69,160,Moderate,2025,October,2015,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,Yes,No,Yes,2
PROP-00163,Rental,Delhi,Delhi NCR,Tier 1,28.599137494660965,77.18910460778343,Apartment,2,949,32709.25,34.47,162,Moderate,2024,March,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00164,Sale,Telangana,Hyderabad,Tier 1,17.419144755308476,78.48696312426301,Apartment,2,998,7502197.79,7517.23,41,Fast,2022,January,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00165,Sale,Maharashtra,Mumbai,Tier 1,19.073128716739816,72.83331760773474,Apartment,1,475,7786613.29,16392.87,123,Moderate,2022,February,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00166,Rental,Gujarat,Ahmedabad,Tier 2,23.070410493801518,72.57050957293832,Apartment,4,2091,29564.7,14.14,71,Moderate,2022,June,1982,Mature (Pre-2001),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00167,Sale,Gujarat,Ahmedabad,Tier 2,23.035914213829574,72.61411106288584,Apartment,2,1012,4855182.46,4797.61,246,Stale,2024,May,2004,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00168,Sale,Karnataka,Bengaluru,Tier 1,12.93422647415645,77.55513932181078,Apartment,1,622,5340179.97,8585.5,303,Stale,2024,July,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00169,Sale,Maharashtra,Mumbai,Tier 1,19.093617756207543,72.90414407280755,Apartment,2,872,18030665.79,20677.37,217,Stale,2025,November,2015,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00170,Sale,Delhi,Delhi NCR,Tier 1,28.59641040154317,77.1999671053376,Apartment,3,1360,11208156.09,8241.29,312,Stale,2024,January,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00171,Rental,Maharashtra,Pune,Tier 1,18.539032719668608,73.87221737145244,Apartment,2,871,24828.68,28.51,105,Moderate,2025,November,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00172,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.833164114816242,75.31932365979853,Builder Floor,2,1320,5879561.67,4454.21,60,Moderate,2022,August,2021,Modern (2016-2022),Non-RERA / NA,Fully Furnished,Yes,No,Yes,No,2
PROP-00173,Sale,Maharashtra,Pune,Tier 1,18.487888143717594,73.82264922625414,Apartment,1,435,4025402.06,9253.8,336,Stale,2022,August,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00174,Sale,Delhi,Delhi NCR,Tier 1,28.64947372589058,77.17504626142713,Apartment,1,592,6723949.54,11358.02,328,Stale,2026,May,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00175,Rental,Maharashtra,Pune,Tier 1,18.49311795570235,73.81374919456432,Builder Floor,2,1265,27116.16,21.44,243,Stale,2022,January,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00176,Sale,Maharashtra,Pune,Tier 1,18.554104112524293,73.82526467049013,Builder Floor,3,1803,16945417.91,9398.46,235,Stale,2024,December,2022,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00177,Rental,Gujarat,Ahmedabad,Tier 2,23.000427608845442,72.58782193849889,Apartment,3,1611,29593.55,18.37,96,Moderate,2024,June,2014,Vintage (2001-2015),RERA Approved,Unfurnished,No,Yes,No,Yes,2
PROP-00178,Sale,Maharashtra,Mumbai,Tier 1,19.09028819100587,72.91586906118435,Independent House/Villa,1,1010,24134315.73,23895.36,283,Stale,2025,October,2020,Modern (2016-2022),Non-RERA / NA,Fully Furnished,Yes,No,No,No,1
PROP-00179,Rental,Telangana,Hyderabad,Tier 1,17.404415057350985,78.51811256855912,Apartment,2,929,22755.9,24.5,113,Moderate,2024,July,2019,Modern (2016-2022),Non-RERA / NA,Unfurnished,Yes,Yes,Yes,Yes,4
PROP-00180,Sale,Maharashtra,Pune,Tier 1,18.521665475314503,73.87521343098746,Apartment,4,1955,12470305.54,6378.67,321,Stale,2023,March,2003,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,Yes,No,Yes,2
PROP-00181,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.856731067669674,75.30434318634111,Apartment,2,1087,5355403.45,4926.77,172,Moderate,2025,June,2025,New (2023-2026),Non-RERA / NA,Semi-Furnished,Yes,No,No,No,1
PROP-00182,Sale,Delhi,Delhi NCR,Tier 1,28.58516443763711,77.1879187446296,Independent House/Villa,3,1961,30315540.58,15459.23,304,Stale,2025,February,2020,Modern (2016-2022),RERA Approved,Fully Furnished,No,Yes,No,Yes,2
PROP-00183,Rental,Maharashtra,Pune,Tier 1,18.47371893545624,73.83768068753226,Independent House/Villa,1,986,20787.05,21.08,222,Stale,2025,April,2015,Vintage (2001-2015),Awaiting Approval,Unfurnished,Yes,No,No,Yes,2
PROP-00184,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.856594640124072,75.31829569463976,Apartment,4,2476,33212.77,13.41,226,Stale,2023,June,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00185,Sale,Maharashtra,Mumbai,Tier 1,19.091316279053128,72.87920056597098,Apartment,3,1288,30167024.19,23421.6,165,Moderate,2024,January,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00186,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.920030481844847,75.34685538148797,Apartment,4,2342,29341.95,12.53,20,Fast,2024,May,2023,New (2023-2026),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00187,Rental,Telangana,Hyderabad,Tier 1,17.422120448226305,78.47238859751711,Apartment,3,1747,41945.6,24.01,282,Stale,2023,July,2003,Vintage (2001-2015),Awaiting Approval,Unfurnished,Yes,No,No,Yes,2
PROP-00188,Sale,Maharashtra,Mumbai,Tier 1,19.10260647765353,72.86307891587364,Apartment,2,968,19342477.29,19981.9,61,Moderate,2025,June,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00189,Sale,Delhi,Delhi NCR,Tier 1,28.64274473432533,77.24185555979061,Independent House/Villa,4,2351,32964206.62,14021.36,66,Moderate,2022,March,2002,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00190,Sale,Telangana,Hyderabad,Tier 1,17.401498490347603,78.51562928483197,Independent House/Villa,2,1453,12336700.65,8490.5,331,Stale,2023,July,2018,Modern (2016-2022),RERA Approved,Unfurnished,No,Yes,No,Yes,2
PROP-00191,Sale,Maharashtra,Mumbai,Tier 1,19.0520286857566,72.85847958316808,Independent House/Villa,2,1806,40023669.93,22161.5,246,Stale,2022,September,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00192,Rental,Maharashtra,Pune,Tier 1,18.561119503070582,73.89807884438733,Builder Floor,3,1882,38876.97,20.66,94,Moderate,2022,November,2012,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,Yes,Yes,2
PROP-00193,Rental,Delhi,Delhi NCR,Tier 1,28.630973231190584,77.25428150170025,Apartment,3,1744,62770.5,35.99,76,Moderate,2025,February,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00194,Rental,Maharashtra,Pune,Tier 1,18.526444063098044,73.83937425420301,Independent House/Villa,4,3184,86881.4,27.29,330,Stale,2022,January,2020,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00195,Sale,Maharashtra,Mumbai,Tier 1,19.037098946921347,72.86314249487931,Apartment,2,1126,25772918.81,22888.92,34,Fast,2025,December,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00196,Sale,Rajasthan,Jaipur,Tier 2,26.907105554380646,75.7878634153422,Apartment,3,1368,6629668.61,4846.25,363,Stale,2022,June,2012,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00197,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.872235827120193,75.38741208125337,Apartment,3,1421,18203.04,12.81,292,Stale,2023,August,2021,Modern (2016-2022),RERA Approved,Fully Furnished,No,No,No,Yes,1
PROP-00198,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.91265636095227,75.38093194331422,Apartment,1,593,7151.28,12.06,90,Moderate,2025,February,2023,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00199,Rental,Telangana,Hyderabad,Tier 1,17.38966482201878,78.44695679625836,Apartment,2,933,22773.14,24.41,238,Stale,2024,June,2024,New (2023-2026),Non-RERA / NA,Unfurnished,No,No,Yes,No,1
PROP-00200,Rental,Maharashtra,Mumbai,Tier 1,19.064040054897042,72.86697307432715,Apartment,2,879,44703.95,50.86,239,Stale,2023,May,2003,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00201,Rental,Telangana,Hyderabad,Tier 1,17.432680032851067,78.49203711897498,Independent House/Villa,2,1810,39438.58,21.79,317,Stale,2025,April,2025,New (2023-2026),Non-RERA / NA,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00202,Sale,Maharashtra,Mumbai,Tier 1,19.037072059332633,72.87801324725515,Apartment,4,2022,30971756.84,15317.39,269,Stale,2024,October,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00203,Sale,Maharashtra,Mumbai,Tier 1,19.068254842831195,72.8470863067937,Apartment,2,1218,18955824.24,15563.07,291,Stale,2023,December,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00204,Rental,Delhi,Delhi NCR,Tier 1,28.568102467517143,77.24488167711682,Builder Floor,3,1887,56466.38,29.92,331,Stale,2025,April,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00205,Rental,Karnataka,Bengaluru,Tier 1,12.995590412076693,77.61229407829968,Apartment,4,1772,56068.14,31.64,273,Stale,2022,January,2017,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,No,No,Yes,2
PROP-00206,Sale,Gujarat,Ahmedabad,Tier 2,23.064307655219917,72.60519083748518,Apartment,2,1229,7243496.88,5893.81,190,Stale,2024,January,2024,New (2023-2026),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00207,Sale,Telangana,Hyderabad,Tier 1,17.36300373295505,78.52257642793495,Apartment,3,1430,12067798.05,8439.02,135,Moderate,2025,January,2020,Modern (2016-2022),RERA Approved,Fully Furnished,No,No,No,Yes,1
PROP-00208,Rental,Karnataka,Bengaluru,Tier 1,13.007434167679913,77.61943558536657,Apartment,2,984,32359.83,32.89,295,Stale,2026,May,2016,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,No,2
PROP-00209,Sale,Delhi,Delhi NCR,Tier 1,28.59312182304619,77.20292106012498,Apartment,3,1516,18780455.4,12388.16,281,Stale,2022,November,2012,Vintage (2001-2015),RERA Approved,Fully Furnished,No,No,No,Yes,1
PROP-00210,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.91727701616439,75.35435467550154,Apartment,1,435,2098677.4,4824.55,324,Stale,2025,November,2024,New (2023-2026),Awaiting Approval,Unfurnished,Yes,No,Yes,No,2
PROP-00211,Sale,Karnataka,Bengaluru,Tier 1,12.99699619035968,77.56063654061198,Apartment,4,2097,17092609.38,8150.98,355,Stale,2023,January,2003,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00212,Rental,Karnataka,Bengaluru,Tier 1,13.002090677684144,77.6119645417475,Apartment,2,899,27329.32,30.4,184,Stale,2025,September,2020,Modern (2016-2022),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00213,Rental,Maharashtra,Mumbai,Tier 1,19.027800655560046,72.84562532557393,Apartment,2,1010,44218.51,43.78,294,Stale,2025,June,2005,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00214,Sale,Gujarat,Ahmedabad,Tier 2,23.068781035707403,72.59079495905101,Apartment,3,1485,6488358.57,4369.27,167,Moderate,2026,March,2021,Modern (2016-2022),RERA Approved,Unfurnished,No,No,No,Yes,1
